0:00:00.000000,0.1875,-0.3046875,0.6171875
0:00:00.020000,0.1875,-0.3125,0.609375
0:00:00.040000,0.1796875,-0.3046875,0.6171875
0:00:00.060000,0.1875,-0.3046875,0.625
0:00:00.080000,0.1953125,-0.296875,0.625
0:00:00.100000,0.203125,-0.2890625,0.6171875
0:00:00.120000,0.1953125,-0.2890625,0.609375
0:00:00.140000,0.1953125,-0.296875,0.609375
0:00:00.160000,0.1953125,-0.3125,0.6171875
0:00:00.180000,0.1875,-0.3203125,0.6171875
0:00:00.200000,0.1875,-0.3046875,0.625
0:00:00.220000,0.1953125,-0.3046875,0.6171875
0:00:00.240000,0.1953125,-0.2890625,0.6171875
0:00:00.260000,0.1953125,-0.296875,0.6171875
0:00:00.280000,0.1875,-0.3046875,0.625
0:00:00.300000,0.1875,-0.3046875,0.625
0:00:00.320000,0.1875,-0.296875,0.609375
0:00:00.340000,0.203125,-0.2890625,0.609375
0:00:00.360000,0.203125,-0.2890625,0.609375
0:00:00.380000,0.1953125,-0.296875,0.6171875
0:00:00.223000,0.1875,-0.3125,0.625
0:00:00.243000,0.1875,-0.3125,0.6328125
0:00:00.263000,0.1875,-0.3046875,0.625
0:00:00.283000,0.1953125,-0.296875,0.6171875
0:00:00.303000,0.203125,-0.2890625,0.6171875
0:00:00.323000,0.203125,-0.2890625,0.6171875
0:00:00.343000,0.1875,-0.3046875,0.6171875
0:00:00.363000,0.1875,-0.3046875,0.6171875
0:00:00.383000,0.1875,-0.3046875,0.6015625
0:00:00.403000,0.1875,-0.296875,0.625
0:00:00.423000,0.1953125,-0.3046875,0.6328125
0:00:00.443000,0.1953125,-0.3046875,0.640625
0:00:00.463000,0.1953125,-0.2890625,0.6171875
0:00:00.483000,0.1953125,-0.296875,0.625
0:00:00.503000,0.1953125,-0.3046875,0.609375
0:00:00.523000,0.1875,-0.3046875,0.6171875
0:00:00.543000,0.1953125,-0.296875,0.609375
0:00:00.563000,0.1953125,-0.3046875,0.609375
0:00:00.583000,0.1796875,-0.3125,0.6171875
