-1 day, 23:59:56.796000,0,-0.0390625,0.65625
-1 day, 23:59:56.816000,0,-0.0390625,0.6640625
-1 day, 23:59:56.836000,-0.0078125,-0.03125,0.6640625
-1 day, 23:59:56.856000,0,-0.03125,0.65625
-1 day, 23:59:56.876000,0,-0.03125,0.671875
-1 day, 23:59:56.896000,0,-0.03125,0.6640625
-1 day, 23:59:56.916000,0,-0.0390625,0.6640625
-1 day, 23:59:56.936000,0,-0.03125,0.65625
-1 day, 23:59:56.956000,0,-0.03125,0.65625
-1 day, 23:59:56.976000,-0.0078125,-0.03125,0.65625
-1 day, 23:59:56.996000,0,-0.0390625,0.671875
-1 day, 23:59:57.016000,0,-0.03125,0.6640625
-1 day, 23:59:57.036000,-0.0078125,-0.03125,0.6640625
-1 day, 23:59:57.056000,0,-0.0234375,0.6640625
-1 day, 23:59:57.070000,0,-0.03125,0.671875
-1 day, 23:59:57.090000,0,-0.03125,0.6640625
-1 day, 23:59:57.110000,0,-0.0390625,0.671875
-1 day, 23:59:57.130000,0,-0.03125,0.671875
-1 day, 23:59:57.150000,0,-0.03125,0.671875
-1 day, 23:59:57.170000,-0.015625,-0.046875,0.6796875
-1 day, 23:59:57.190000,-0.0078125,-0.0546875,0.6953125
-1 day, 23:59:57.210000,-0.03125,-0.15625,0.8125
-1 day, 23:59:57.230000,-0.0078125,-0.0234375,1.015625
-1 day, 23:59:57.250000,0.0234375,-0.2109375,0.9609375
-1 day, 23:59:57.270000,-0.09375,-0.5859375,0.828125
-1 day, 23:59:57.290000,0.1875,-0.3125,0.71875
-1 day, 23:59:57.310000,0,-0.65625,0.453125
-1 day, 23:59:57.330000,-0.1875,-0.4765625,0.5078125
-1 day, 23:59:57.350000,0.0625,-0.2265625,0.3125
-1 day, 23:59:57.370000,0.1640625,0.1953125,0.3125
-1 day, 23:59:57.390000,0.1640625,0.265625,0.4296875
-1 day, 23:59:57.410000,0.3203125,0.328125,0.4609375
-1 day, 23:59:57.430000,0.375,0.3125,0.546875
-1 day, 23:59:57.450000,0.4140625,0.3046875,0.609375
-1 day, 23:59:57.486000,0.4765625,0.25,0.671875
-1 day, 23:59:57.506000,0.4765625,0.1953125,0.75
-1 day, 23:59:57.526000,0.4296875,0.15625,0.7578125
-1 day, 23:59:57.546000,0.375,0.1171875,0.7421875
-1 day, 23:59:57.566000,0.2578125,0.0390625,0.7421875
-1 day, 23:59:57.586000,0.1484375,0,0.6796875
-1 day, 23:59:57.606000,-0.03125,-0.0390625,0.6171875
-1 day, 23:59:57.626000,-0.28125,-0.0625,0.546875
-1 day, 23:59:57.646000,-0.9296875,0.2890625,0.546875
-1 day, 23:59:57.666000,-1.234375,-0.2109375,0.6171875
-1 day, 23:59:57.686000,-0.53125,0.3046875,0.7890625
-1 day, 23:59:57.706000,-0.046875,0.046875,0.7578125
-1 day, 23:59:57.726000,-0.0234375,-0.0390625,0.7109375
-1 day, 23:59:57.746000,-0.046875,-0.109375,0.671875
-1 day, 23:59:57.766000,-0.0078125,-0.1171875,0.640625
-1 day, 23:59:57.786000,-0.0078125,-0.1015625,0.6328125
-1 day, 23:59:57.806000,-0.015625,-0.0859375,0.6484375
-1 day, 23:59:57.826000,0,-0.0390625,0.6640625
-1 day, 23:59:57.846000,-0.0078125,-0.0234375,0.671875
-1 day, 23:59:57.866000,-0.015625,-0.03125,0.65625
-1 day, 23:59:57.897000,-0.0078125,-0.0390625,0.671875
-1 day, 23:59:57.917000,-0.0078125,-0.046875,0.6796875
-1 day, 23:59:57.937000,-0.0078125,-0.0546875,0.6640625
-1 day, 23:59:57.957000,-0.0078125,-0.0625,0.65625
-1 day, 23:59:57.977000,-0.0078125,-0.0546875,0.6640625
-1 day, 23:59:57.997000,-0.0078125,-0.0234375,0.671875
-1 day, 23:59:58.017000,-0.0078125,-0.0234375,0.671875
-1 day, 23:59:58.037000,0,-0.0390625,0.6640625
-1 day, 23:59:58.057000,-0.0078125,-0.046875,0.65625
-1 day, 23:59:58.077000,-0.0078125,-0.0546875,0.6640625
-1 day, 23:59:58.097000,-0.015625,-0.046875,0.65625
-1 day, 23:59:58.117000,-0.0078125,-0.046875,0.65625
-1 day, 23:59:58.137000,-0.015625,-0.0390625,0.6640625
-1 day, 23:59:58.157000,-0.015625,-0.0390625,0.6640625
-1 day, 23:59:58.177000,-0.0078125,-0.0546875,0.6640625
-1 day, 23:59:58.197000,-0.0078125,-0.046875,0.65625
-1 day, 23:59:58.217000,-0.0078125,-0.0546875,0.6640625
-1 day, 23:59:58.237000,-0.015625,-0.046875,0.6640625
-1 day, 23:59:58.257000,-0.0078125,-0.046875,0.6640625
-1 day, 23:59:58.277000,-0.015625,-0.0390625,0.671875
-1 day, 23:59:58.283000,-0.0078125,-0.046875,0.6640625
-1 day, 23:59:58.303000,-0.015625,-0.046875,0.6640625
-1 day, 23:59:58.323000,-0.0078125,-0.046875,0.6640625
-1 day, 23:59:58.343000,-0.0078125,-0.046875,0.6640625
-1 day, 23:59:58.363000,-0.0078125,-0.046875,0.6640625
-1 day, 23:59:58.383000,-0.0078125,-0.046875,0.671875
-1 day, 23:59:58.403000,-0.015625,-0.046875,0.6640625
-1 day, 23:59:58.423000,-0.015625,-0.046875,0.6640625
-1 day, 23:59:58.443000,-0.0078125,-0.046875,0.6640625
-1 day, 23:59:58.463000,-0.0078125,-0.046875,0.65625
-1 day, 23:59:58.483000,-0.0078125,-0.046875,0.65625
-1 day, 23:59:58.503000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:58.523000,-0.0078125,-0.0390625,0.671875
-1 day, 23:59:58.543000,-0.0078125,-0.046875,0.65625
-1 day, 23:59:58.563000,-0.015625,-0.046875,0.6640625
-1 day, 23:59:58.583000,-0.015625,-0.046875,0.671875
-1 day, 23:59:58.603000,-0.0078125,-0.0390625,0.671875
-1 day, 23:59:58.623000,-0.0078125,-0.046875,0.671875
-1 day, 23:59:58.643000,-0.0078125,-0.0390625,0.671875
-1 day, 23:59:58.663000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:58.686000,-0.015625,-0.046875,0.671875
-1 day, 23:59:58.706000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:58.726000,-0.0078125,-0.046875,0.6640625
-1 day, 23:59:58.746000,-0.0078125,-0.0390625,0.65625
-1 day, 23:59:58.766000,0,-0.0390625,0.6640625
-1 day, 23:59:58.786000,0,-0.046875,0.671875
-1 day, 23:59:58.806000,0,-0.046875,0.6640625
-1 day, 23:59:58.826000,-0.0078125,-0.046875,0.6640625
-1 day, 23:59:58.846000,-0.0078125,-0.046875,0.6640625
-1 day, 23:59:58.866000,-0.0078125,-0.0390625,0.65625
-1 day, 23:59:58.886000,-0.0078125,-0.0390625,0.671875
-1 day, 23:59:58.906000,-0.015625,-0.0390625,0.6640625
-1 day, 23:59:58.926000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:58.946000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:58.966000,-0.0078125,-0.0390625,0.671875
-1 day, 23:59:58.986000,-0.0078125,-0.0390625,0.65625
-1 day, 23:59:59.006000,0,-0.0390625,0.6640625
-1 day, 23:59:59.026000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:59.046000,-0.0078125,-0.0390625,0.671875
-1 day, 23:59:59.066000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:59.081000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:59.101000,-0.0078125,-0.0390625,0.671875
-1 day, 23:59:59.121000,-0.0078125,-0.0390625,0.65625
-1 day, 23:59:59.141000,-0.0078125,-0.046875,0.6640625
-1 day, 23:59:59.161000,-0.0078125,-0.0390625,0.65625
-1 day, 23:59:59.181000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:59.201000,-0.0078125,-0.0390625,0.671875
-1 day, 23:59:59.221000,-0.0078125,-0.0390625,0.671875
-1 day, 23:59:59.241000,-0.0078125,-0.0390625,0.671875
-1 day, 23:59:59.261000,0,-0.046875,0.6640625
-1 day, 23:59:59.281000,0,-0.0390625,0.6640625
-1 day, 23:59:59.301000,-0.0078125,-0.046875,0.65625
-1 day, 23:59:59.321000,-0.0078125,-0.046875,0.6640625
-1 day, 23:59:59.341000,-0.0078125,-0.046875,0.6640625
-1 day, 23:59:59.361000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:59.381000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:59.401000,-0.0078125,-0.03125,0.6640625
-1 day, 23:59:59.421000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:59.441000,-0.0078125,-0.046875,0.671875
-1 day, 23:59:59.461000,-0.0078125,-0.046875,0.6640625
-1 day, 23:59:59.500000,-0.0078125,-0.0390625,0.65625
-1 day, 23:59:59.520000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:59.540000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:59.560000,-0.0078125,-0.046875,0.6640625
-1 day, 23:59:59.580000,0,-0.046875,0.6640625
-1 day, 23:59:59.600000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:59.620000,-0.0078125,-0.0390625,0.65625
-1 day, 23:59:59.640000,-0.0078125,-0.046875,0.65625
-1 day, 23:59:59.660000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:59.680000,-0.015625,-0.046875,0.6640625
-1 day, 23:59:59.700000,-0.0078125,-0.0390625,0.671875
-1 day, 23:59:59.720000,-0.0078125,-0.046875,0.6640625
-1 day, 23:59:59.740000,-0.0078125,-0.0390625,0.6640625
-1 day, 23:59:59.760000,0,-0.046875,0.6640625
-1 day, 23:59:59.780000,-0.0078125,-0.046875,0.6640625
-1 day, 23:59:59.800000,-0.0078125,-0.046875,0.65625
-1 day, 23:59:59.820000,-0.015625,-0.0546875,0.6640625
-1 day, 23:59:59.840000,-0.015625,-0.0625,0.65625
-1 day, 23:59:59.860000,-0.015625,-0.0546875,0.671875
-1 day, 23:59:59.880000,-0.0078125,-0.0625,0.6640625
-1 day, 23:59:59.884000,-0.0078125,-0.0546875,0.6640625
-1 day, 23:59:59.904000,-0.0234375,-0.0625,0.6484375
-1 day, 23:59:59.924000,-0.0234375,-0.0703125,0.65625
-1 day, 23:59:59.944000,-0.03125,-0.0703125,0.6640625
-1 day, 23:59:59.964000,-0.03125,-0.0703125,0.65625
-1 day, 23:59:59.984000,-0.03125,-0.078125,0.65625
0:00:00.004000,-0.03125,-0.0859375,0.6796875
0:00:00.024000,-0.046875,-0.0859375,0.6796875
0:00:00.044000,-0.046875,-0.09375,0.6875
0:00:00.064000,-0.0546875,-0.1015625,0.671875
0:00:00.084000,-0.0546875,-0.109375,0.671875
0:00:00.104000,-0.0546875,-0.1171875,0.65625
0:00:00.124000,-0.0546875,-0.1171875,0.6484375
0:00:00.144000,-0.0625,-0.1171875,0.6484375
0:00:00.164000,-0.046875,-0.109375,0.6640625
0:00:00.184000,-0.0546875,-0.109375,0.671875
0:00:00.204000,-0.0625,-0.1171875,0.65625
0:00:00.224000,-0.0546875,-0.125,0.6640625
0:00:00.244000,-0.0625,-0.125,0.6640625
0:00:00.264000,-0.0546875,-0.125,0.6484375
0:00:00.281000,-0.0546875,-0.125,0.671875
0:00:00.301000,-0.0546875,-0.1171875,0.6796875
0:00:00.321000,-0.0625,-0.125,0.6640625
0:00:00.341000,-0.0625,-0.1328125,0.6875
0:00:00.361000,-0.078125,-0.171875,0.7109375
0:00:00.381000,-0.1875,-0.671875,1.1875
0:00:00.401000,-0.28125,-0.859375,1.945313
0:00:00.421000,-0.9921875,-1.484375,2.015625
0:00:00.441000,-2.867188,-2.65625,1.554688
0:00:00.461000,-3.109375,-3.648438,1.117188
0:00:00.481000,-3.765625,-2.851563,1.273438
0:00:00.501000,-3.445313,-2.398438,1.867188
0:00:00.521000,-2.851563,-2.382813,2.90625
0:00:00.541000,-1.929688,-2.078125,3.992188
0:00:00.561000,-0.96875,-1.632813,3.992188
0:00:00.581000,-0.3671875,-1.445313,3.992188
0:00:00.601000,0.0234375,-1.101563,3.992188
0:00:00.621000,0.3203125,-0.84375,3.992188
0:00:00.641000,1.351563,-0.3359375,3.796875
0:00:00.661000,2.507813,0.25,3.367188
0:00:00.699000,3.304688,1.117188,2.726563
0:00:00.719000,3.515625,1.765625,2
0:00:00.739000,3.164063,2.265625,1.359375
0:00:00.759000,3.5,2.515625,1.289063
0:00:00.779000,2.882813,2.789063,0.7265625
0:00:00.799000,1.828125,2.296875,0.515625
0:00:00.819000,1.242188,1.53125,0.703125
0:00:00.839000,1.0625,1.164063,0.8125
0:00:00.859000,0.796875,0.84375,1.25
0:00:00.879000,0.90625,0.7734375,1.601563
0:00:00.899000,1.023438,0.328125,2.046875
0:00:00.919000,1.015625,0.109375,2.539063
0:00:00.939000,1.109375,0.0703125,3.132813
0:00:00.959000,1.015625,-0.1171875,3.6875
0:00:00.979000,0.7421875,-0.375,3.992188
0:00:00.999000,0.3125,-0.5859375,3.992188
0:00:01.019000,-0.03125,-1.125,3.796875
0:00:01.039000,-0.6796875,-1.390625,3.195313
0:00:01.059000,-1.3125,-1.5625,2.421875
0:00:01.079000,-1.304688,-1.828125,1.757813
0:00:01.092000,-1.179688,-1.835938,1.664063
0:00:01.112000,-1.085938,-1.71875,1.414063
0:00:01.132000,-2.460938,-2.460938,0.6796875
0:00:01.152000,-3.46875,0.1484375,1.242188
0:00:01.172000,-4,-3.515625,2.148438
0:00:01.192000,-0.5,-1.296875,2.015625
0:00:01.212000,-0.1171875,-0.3984375,1.335938
0:00:01.232000,0.1171875,0.2890625,1.210938
0:00:01.252000,-0.0703125,-0.0703125,1.117188
0:00:01.272000,-0.0234375,-0.0859375,0.796875
0:00:01.292000,0,-0.078125,0.8203125
0:00:01.312000,0.03125,-0.109375,0.84375
0:00:01.332000,0.0390625,-0.125,0.78125
0:00:01.352000,0.09375,-0.078125,0.859375
0:00:01.372000,0.078125,-0.0625,1
0:00:01.392000,0.0546875,-0.1953125,1.09375
0:00:01.412000,0.1953125,-0.3125,1.484375
0:00:01.432000,0.0703125,-0.5078125,2.679688
0:00:01.452000,-0.1328125,-1.070313,3.804688
0:00:01.472000,-0.3828125,-2.40625,3.890625
0:00:01.517000,-4,-3.289063,0.9609375
0:00:01.537000,-3.5,-2.875,1.414063
0:00:01.557000,-2.898438,-4,2.1875
0:00:01.577000,-2.507813,-3.71875,2.765625
0:00:01.597000,-1.710938,-3.625,3.992188
0:00:01.617000,-0.53125,-2.257813,3.992188
0:00:01.637000,0.4765625,-1.640625,3.992188
0:00:01.657000,1.039063,-0.8046875,3.992188
0:00:01.677000,1.992188,0.2578125,3.992188
0:00:01.697000,3.890625,2.289063,3.992188
0:00:01.717000,3.992188,3.851563,3.992188
0:00:01.737000,3.992188,3.992188,2.820313
0:00:01.757000,3.992188,3.992188,1.375
0:00:01.777000,3.34375,3.992188,0.5078125
0:00:01.797000,0.328125,1.914063,0.5
0:00:01.817000,-0.1015625,2.34375,-0.234375
0:00:01.837000,0.9765625,1.773438,0.484375
0:00:01.857000,1.453125,1.539063,1.367188
0:00:01.877000,1.585938,1.445313,2.257813
0:00:01.897000,1.367188,0.734375,2.90625
0:01:14.595000,0,-0.046875,0.671875
0:01:14.615000,0.0078125,-0.046875,0.6640625
0:01:14.635000,0.0078125,-0.046875,0.671875
0:01:14.655000,0,-0.046875,0.6640625
0:01:14.675000,0.0078125,-0.046875,0.671875
0:01:14.695000,0.2265625,0,0.6328125
0:01:14.715000,0.234375,0.0078125,0.6640625
0:01:14.735000,0.25,0.0234375,0.6875
0:01:14.755000,0.2578125,-0.015625,0.7109375
0:01:14.775000,0.2734375,-0.0078125,0.75
0:01:14.821000,0.2734375,0.015625,0.796875
0:01:14.841000,0.296875,-0.125,0.90625
0:01:14.861000,0.3359375,-0.2109375,0.953125
0:01:14.881000,0.328125,-0.0859375,0.8515625
0:01:14.901000,0.34375,0.015625,0.75
0:01:14.921000,0.328125,0.0859375,0.6640625
0:01:14.941000,0.375,0.0546875,0.59375
0:01:14.961000,0.40625,0.1953125,0.4921875
0:01:14.981000,0.390625,0.3046875,0.3671875
0:01:15.001000,0.4375,0.3828125,0.3046875
0:01:15.021000,0.4375,0.3984375,0.2421875
0:01:15.041000,0.484375,0.3984375,0.1953125
0:01:15.061000,0.5,0.2734375,0.1953125
0:01:15.081000,0.5078125,0.1171875,0.2421875
0:01:15.101000,0.5859375,-0.1015625,0.34375
0:01:15.121000,0.6328125,-0.1875,0.390625
0:01:14.826000,0.2734375,0.015625,0.796875
0:01:14.846000,0.296875,-0.125,0.90625
0:01:14.866000,0.3359375,-0.2109375,0.953125
0:01:14.886000,0.328125,-0.0859375,0.8515625
0:01:14.906000,0.34375,0.015625,0.75
0:01:14.926000,0.328125,0.0859375,0.6640625
0:01:14.946000,0.375,0.0546875,0.59375
0:01:14.966000,0.40625,0.1953125,0.4921875
0:01:14.986000,0.390625,0.3046875,0.3671875
0:01:15.006000,0.4375,0.3828125,0.3046875
0:01:15.026000,0.4375,0.3984375,0.2421875
0:01:15.046000,0.484375,0.3984375,0.1953125
0:01:15.066000,0.5,0.2734375,0.1953125
0:01:15.086000,0.5078125,0.1171875,0.2421875
0:01:15.106000,0.5859375,-0.1015625,0.34375
0:01:15.126000,0.6328125,-0.1875,0.390625
0:01:15.123000,0.609375,-0.125,0.40625
0:01:15.143000,0.6328125,-0.078125,0.3984375
0:01:15.163000,0.578125,-0.03125,0.40625
0:01:15.183000,0.4765625,-0.15625,0.484375
0:01:15.203000,0.5234375,-0.015625,0.4921875
0:01:15.223000,0.6171875,0.1796875,0.4296875
0:01:15.243000,0.5234375,0.1875,0.375
0:01:15.263000,0.515625,-0.0703125,1.007813
0:01:15.283000,0.765625,0.03125,0.671875
0:01:15.298000,0.609375,0.2421875,0.765625
0:01:15.318000,0.5390625,0.140625,0.953125
0:01:15.338000,0.5390625,0.3046875,0.8828125
0:01:15.358000,0.53125,0.2421875,0.8203125
0:01:15.378000,0.5390625,0.2421875,0.7578125
0:01:15.398000,0.5703125,0.40625,0.5703125
0:01:15.418000,0.578125,0.5078125,0.390625
0:01:15.438000,0.640625,0.421875,0.28125
0:01:15.458000,0.6484375,0.484375,0.0859375
0:01:15.478000,0.7265625,0.421875,-0.046875
0:01:15.498000,0.7265625,0.328125,-0.109375
0:01:15.518000,0.7890625,0.234375,-0.2109375
0:01:15.538000,0.6953125,-0.2890625,-0.2265625
0:01:15.558000,0.7265625,-0.4140625,-0.3125
0:01:15.578000,0.71875,-0.328125,-0.3359375
0:01:15.598000,0.671875,0.078125,-0.5
0:01:15.618000,0.4453125,-1.070313,-0.109375
0:01:15.638000,0.4140625,-1.039063,0.0078125
0:01:15.658000,0.3125,-1.023438,0.4921875
0:01:15.678000,0.3671875,-1.078125,0.734375
0:01:15.698000,0.4453125,-0.328125,0.8828125
0:01:15.718000,0.7109375,-0.03125,1.0625
0:01:15.738000,0.53125,-0.125,1.0625
0:01:15.758000,0.3671875,0.0546875,0.984375
0:01:15.778000,0.34375,0.125,0.953125
0:01:15.798000,0.3046875,0.1796875,1.046875
0:01:15.826000,0.296875,0.3203125,1
0:01:15.846000,0.25,0.3828125,0.9609375
0:01:15.866000,0.234375,0.4609375,0.9375
0:01:15.886000,0.3046875,0.296875,0.8984375
0:01:15.906000,0.296875,0.5390625,0.8046875
0:01:15.926000,0.265625,0.546875,0.6953125
0:01:15.946000,0.3046875,0.578125,0.640625
0:01:15.966000,0.328125,0.8828125,0.4765625
0:01:15.976000,0.3046875,0.953125,0.3203125
0:01:15.996000,0.375,0.984375,0.1328125
0:01:16.016000,0.484375,0.8984375,-0.1171875
0:01:16.036000,0.5546875,0.7578125,-0.375
0:01:16.056000,0.5625,0.53125,-0.484375
0:01:16.076000,0.6953125,0.2421875,-0.609375
0:01:16.096000,0.75,0.0546875,-0.640625
0:01:16.116000,0.8046875,-0.0859375,-0.59375
0:01:16.144000,0.796875,-0.203125,-0.515625
0:01:16.164000,0.8671875,-0.265625,-0.4609375
0:01:16.184000,0.6328125,0.28125,-0.6875
0:01:16.204000,0.6171875,-1.09375,-0.28125
0:01:16.224000,0.6796875,-1.0625,-0.1796875
0:01:16.244000,0.6875,-0.9921875,0.09375
0:01:16.264000,0.609375,-0.7265625,0.59375
0:01:16.284000,0.8046875,-0.5546875,0.90625
0:01:16.311000,0.6328125,-0.1796875,1.140625
0:01:16.331000,0.4453125,-0.203125,1.265625
0:01:16.351000,0.4140625,0,1.085938
0:01:16.371000,0.2421875,0.09375,1.0625
0:01:16.391000,0.1796875,0.421875,1.03125
0:01:16.411000,0.1875,0.6796875,1.101563
0:01:16.431000,0.171875,0.8984375,0.984375
0:01:16.451000,0.1640625,1.039063,0.921875
0:01:16.454000,0.1328125,1.210938,0.8203125
0:01:16.474000,0.1875,1.195313,0.703125
0:01:16.494000,0.2734375,1.320313,0.515625
0:01:16.514000,0.28125,0.9921875,0.296875
0:01:16.534000,0.3984375,0.875,-0.046875
0:01:16.554000,0.46875,0.8046875,-0.3515625
0:01:16.574000,0.5234375,0.5390625,-0.5
0:01:16.594000,0.6015625,0.3125,-0.640625
0:01:16.626000,0.734375,0.2734375,-0.7578125
0:01:16.646000,0.7421875,-0.0859375,-0.6171875
0:01:16.666000,0.796875,-0.3203125,-0.5234375
0:01:16.686000,0.8046875,-0.328125,-0.5390625
0:01:16.706000,0.78125,0.1015625,-0.625
0:01:16.726000,0.890625,-0.4140625,-0.3359375
0:01:16.746000,0.9140625,-0.6796875,-0.1796875
0:01:16.759000,0.8046875,-0.3203125,-0.2890625
0:01:16.779000,0.5,-0.234375,-0.265625
0:01:16.799000,0.484375,-0.953125,0.2578125
0:01:16.819000,0.640625,-0.9375,0.6015625
0:01:16.839000,0.6953125,-0.7734375,0.8125
0:01:16.859000,0.7421875,-0.6015625,1.0625
